event_id,shipment_id,event_sequence,event_datetime,event_type,event_status,responsible_party,location_reference,notes
EVT00038-06,SHP00038,6,2025-08-11T02:50:53,Customs released,Completed,Forwarder,Alexandria,
EVT00038-07,SHP00038,7,2025-08-12T10:02:40,Delivery completed,Completed,Carrier,Alexandria Water Project Site,
EVT00039-01,SHP00039,1,2025-08-28T07:00:00,Booking created,Completed,Forwarder,Tarragona Equipment Vendor,
EVT00039-02,SHP00039,2,2025-09-01T06:58:19,Pickup completed,Completed,Carrier,Tarragona Equipment Vendor,
EVT00039-03,SHP00039,3,2025-09-01T15:05:27,Origin port gate in,Completed,Port terminal,Barcelona,
EVT00039-04,SHP00039,4,2025-09-02T00:45:03,Vessel departed,Completed,Carrier,Barcelona,
EVT00039-05,SHP00039,5,2025-09-11T23:55:31,Customs released,Completed,Forwarder,Dammam,
EVT00039-06,SHP00039,6,2025-09-12T00:22:25,Destination port arrival,Completed,Port terminal,Dammam,
EVT00039-07,SHP00039,7,2025-09-12T16:15:25,Delivery completed,Completed,Carrier,Dammam Gas Project Site,
EVT00040-01,SHP00040,1,2024-10-18T14:00:00,Booking created,Completed,Forwarder,Bilbao Steel Fabricator,
EVT00040-02,SHP00040,2,2024-10-22T13:47:18,Pickup completed,Completed,Carrier,Bilbao Steel Fabricator,
EVT00040-03,SHP00040,3,2024-10-22T20:13:31,Origin port gate in,Completed,Port terminal,Bilbao,
EVT00040-04,SHP00040,4,2024-10-23T02:40:29,Vessel departed,Completed,Carrier,Bilbao,
EVT00040-05,SHP00040,5,2024-11-02T18:06:25,Destination port arrival,Completed,Port terminal,Dammam,
EVT00040-06,SHP00040,6,2024-11-03T01:56:13,Customs released,Completed,Forwarder,Dammam,
EVT00040-07,SHP00040,7,2024-11-03T17:28:03,Delivery completed,Delayed,Carrier,Dammam Gas Project Site,Customs hold
EVT00041-01,SHP00041,1,2024-11-26T07:00:00,Booking created,Completed,Forwarder,Puertollano Module Yard,
EVT00041-02,SHP00041,2,2024-12-01T09:01:40,Pickup completed,Completed,Carrier,Puertollano Module Yard,
EVT00041-03,SHP00041,3,2024-12-02T03:51:38,Origin port gate in,Completed,Port terminal,Algeciras,
EVT00041-04,SHP00041,4,2024-12-02T16:52:44,Vessel departed,Completed,Carrier,Algeciras,
EVT00041-05,SHP00041,5,2024-12-13T00:50:16,Customs released,Completed,Forwarder,Dammam,
EVT00041-06,SHP00041,6,2024-12-13T01:52:17,Destination port arrival,Completed,Port terminal,Dammam,
EVT00041-07,SHP00041,7,2024-12-13T14:19:39,Delivery completed,Delayed,Carrier,Dammam Gas Project Site,Road permit delay
EVT00042-01,SHP00042,1,2025-01-02T10:00:00,Booking created,Completed,Forwarder,Madrid Cross Dock,
EVT00042-02,SHP00042,2,2025-01-08T10:48:05,Pickup completed,Completed,Carrier,Madrid Cross Dock,
EVT00042-03,SHP00042,3,2025-01-08T22:53:12,Origin port gate in,Completed,Port terminal,Valencia,
EVT00042-04,SHP00042,4,2025-01-09T03:02:23,Vessel departed,Completed,Carrier,Valencia,
EVT00042-05,SHP00042,5,2025-01-15T13:32:12,Destination port arrival,Completed,Port terminal,Alexandria,
EVT00042-06,SHP00042,6,2025-01-15T19:39:39,Customs released,Completed,Forwarder,Alexandria,
EVT00042-07,SHP00042,7,2025-01-17T04:03:19,Delivery completed,Completed,Carrier,Alexandria Water Project Site,
EVT00043-01,SHP00043,1,2024-03-12T09:00:00,Booking created,Completed,Forwarder,Antwerp EPC Supplier Yard,
EVT00043-02,SHP00043,2,2024-03-26T08:42:24,Pickup completed,Completed,Carrier,Antwerp EPC Supplier Yard,
EVT00043-03,SHP00043,3,2024-03-26T13:40:44,Origin port gate in,Completed,Port terminal,Antwerp-Bruges,
EVT00043-04,SHP00043,4,2024-03-26T17:31:30,Vessel departed,Completed,Carrier,Antwerp-Bruges,
EVT00043-05,SHP00043,5,2024-04-01T13:47:42,Customs released,Completed,Forwarder,Casablanca,
EVT00043-06,SHP00043,6,2024-04-01T14:47:01,Destination port arrival,Completed,Port terminal,Casablanca,
EVT00043-07,SHP00043,7,2024-04-02T06:05:51,Delivery completed,Completed,Carrier,Casablanca Desalination Site,
EVT00044-01,SHP00044,1,2023-12-24T07:00:00,Booking created,Completed,Forwarder,Cadiz Module Yard,
EVT00044-02,SHP00044,2,2024-01-08T07:08:42,Pickup completed,Completed,Carrier,Cadiz Module Yard,
EVT00044-03,SHP00044,3,2024-01-09T03:30:04,Delivery completed,Completed,Carrier,Zaragoza Distribution Hub,
EVT00045-01,SHP00045,1,2025-09-11T11:00:00,Booking created,Completed,Forwarder,Cadiz Module Yard,
EVT00045-02,SHP00045,2,2025-09-19T10:33:44,Pickup completed,Completed,Carrier,Cadiz Module Yard,
EVT00045-03,SHP00045,3,2025-09-19T19:32:02,Origin port gate in,Completed,Port terminal,Algeciras,
EVT00045-04,SHP00045,4,2025-09-20T09:03:03,Vessel departed,Completed,Carrier,Algeciras,
EVT00045-05,SHP00045,5,2025-09-21T14:18:30,Destination port arrival,Completed,Port terminal,Casablanca,
EVT00045-06,SHP00045,6,2025-09-22T03:04:52,Customs released,Completed,Forwarder,Casablanca,
EVT00045-07,SHP00045,7,2025-09-22T09:54:52,Delivery completed,Completed,Carrier,Casablanca Desalination Site,
EVT00046-01,SHP00046,1,2024-09-14T14:00:00,Booking created,Completed,Forwarder,Milan Valve Plant,
EVT00046-02,SHP00046,2,2024-09-18T16:44:07,Pickup completed,Completed,Carrier,Milan Valve Plant,
EVT00046-03,SHP00046,3,2024-09-18T23:35:00,Origin port gate in,Completed,Port terminal,Genoa,
EVT00046-04,SHP00046,4,2024-09-19T07:30:03,Vessel departed,Completed,Carrier,Genoa,
EVT00046-05,SHP00046,5,2024-09-27T22:55:09,Destination port arrival,Completed,Port terminal,Dammam,
EVT00046-06,SHP00046,6,2024-09-28T09:13:51,Customs released,Completed,Forwarder,Dammam,
EVT00046-07,SHP00046,7,2024-09-29T02:58:25,Delivery completed,Delayed,Carrier,Dammam Gas Project Site,Port congestion
EVT00047-01,SHP00047,1,2025-10-24T14:00:00,Booking created,Completed,Forwarder,Cadiz Module Yard,
EVT00047-02,SHP00047,2,2025-11-06T16:56:22,Pickup completed,Completed,Carrier,Cadiz Module Yard,
EVT00047-03,SHP00047,3,2025-11-07T08:09:01,Origin port gate in,Completed,Port terminal,Algeciras,
EVT00047-04,SHP00047,4,2025-11-07T22:48:12,Vessel departed,Completed,Carrier,Algeciras,
EVT00047-05,SHP00047,5,2025-11-09T22:51:23,Destination port arrival,Completed,Port terminal,Valencia,
EVT00047-06,SHP00047,6,2025-11-10T03:20:35,Customs released,Completed,Forwarder,Valencia,
EVT00047-07,SHP00047,7,2025-11-11T07:58:20,Delivery completed,Completed,Carrier,Zaragoza Distribution Hub,
EVT00048-01,SHP00048,1,2025-04-21T10:00:00,Booking created,Completed,Forwarder,Puertollano Module Yard,
EVT00048-02,SHP00048,2,2025-04-28T12:49:23,Pickup completed,Completed,Carrier,Puertollano Module Yard,
EVT00048-03,SHP00048,3,2025-04-29T12:25:13,Origin port gate in,Completed,Port terminal,Algeciras,
EVT00048-04,SHP00048,4,2025-04-29T17:35:27,Vessel departed,Completed,Carrier,Algeciras,
EVT00048-05,SHP00048,5,2025-05-09T22:20:44,Destination port arrival,Completed,Port terminal,Dammam,
EVT00048-06,SHP00048,6,2025-05-10T04:27:55,Customs released,Completed,Forwarder,Dammam,
EVT00048-07,SHP00048,7,2025-05-10T15:15:05,Delivery completed,Completed,Carrier,Dammam Gas Project Site,
EVT00049-01,SHP00049,1,2025-01-06T08:00:00,Booking created,Completed,Forwarder,Milan Valve Plant,
EVT00049-02,SHP00049,2,2025-01-21T09:44:09,Pickup completed,Completed,Carrier,Milan Valve Plant,
EVT00049-03,SHP00049,3,2025-01-21T22:12:59,Origin port gate in,Completed,Port terminal,Genoa,
EVT00049-04,SHP00049,4,2025-01-22T10:41:00,Vessel departed,Completed,Carrier,Genoa,
EVT00049-05,SHP00049,5,2025-01-29T21:46:34,Destination port arrival,Completed,Port terminal,Dammam,
EVT00049-06,SHP00049,6,2025-01-30T10:26:19,Customs released,Completed,Forwarder,Dammam,
EVT00049-07,SHP00049,7,2025-01-30T17:40:56,Delivery completed,Completed,Carrier,Dammam Gas Project Site,
EVT00050-01,SHP00050,1,2024-09-29T08:00:00,Booking created,Completed,Forwarder,Rotterdam Consolidation Hub,
EVT00050-02,SHP00050,2,2024-10-09T09:31:15,Pickup completed,Completed,Carrier,Rotterdam Consolidation Hub,
EVT00050-03,SHP00050,3,2024-10-09T18:44:59,Origin port gate in,Completed,Port terminal,Rotterdam,
EVT00050-04,SHP00050,4,2024-10-10T01:27:43,Vessel departed,Completed,Carrier,Rotterdam,
EVT00050-05,SHP00050,5,2024-10-14T17:44:07,Destination port arrival,Completed,Port terminal,Sines,
EVT00050-06,SHP00050,6,2024-10-14T23:16:16,Customs released,Completed,Forwarder,Sines,
EVT00050-07,SHP00050,7,2024-10-15T05:48:55,Delivery completed,Completed,Carrier,Sines Energy Project Site,
EVT00051-01,SHP00051,1,2025-01-06T09:00:00,Booking created,Completed,Forwarder,Rotterdam Consolidation Hub,
EVT00051-02,SHP00051,2,2025-01-21T10:11:45,Pickup completed,Completed,Carrier,Rotterdam Consolidation Hub,
EVT00051-03,SHP00051,3,2025-01-21T23:52:50,Origin port gate in,Completed,Port terminal,Rotterdam,
EVT00051-04,SHP00051,4,2025-01-22T17:23:13,Vessel departed,Completed,Carrier,Rotterdam,
EVT00051-05,SHP00051,5,2025-01-26T00:01:41,Destination port arrival,Completed,Port terminal,Marseille-Fos,
EVT00051-06,SHP00051,6,2025-01-26T06:25:59,Customs released,Completed,Forwarder,Marseille-Fos,
EVT00051-07,SHP00051,7,2025-01-26T20:54:03,Delivery completed,Delayed,Carrier,Marseille Wind Substation Site,None
EVT00052-01,SHP00052,1,2025-01-21T15:00:00,Booking created,Completed,Forwarder,Milan Valve Plant,
EVT00052-02,SHP00052,2,2025-01-30T17:57:39,Pickup completed,Completed,Carrier,Milan Valve Plant,
EVT00052-03,SHP00052,3,2025-01-31T04:45:01,Origin port gate in,Completed,Port terminal,Genoa,
EVT00052-04,SHP00052,4,2025-01-31T17:23:18,Vessel departed,Completed,Carrier,Genoa,
EVT00052-05,SHP00052,5,2025-02-09T08:21:40,Destination port arrival,Completed,Port terminal,Dammam,
EVT00052-06,SHP00052,6,2025-02-09T12:55:05,Customs released,Completed,Forwarder,Dammam,
EVT00052-07,SHP00052,7,2025-02-10T03:35:07,Delivery completed,Completed,Carrier,Dammam Gas Project Site,
EVT00053-01,SHP00053,1,2024-08-02T11:00:00,Booking created,Completed,Forwarder,Bilbao Steel Fabricator,
EVT00053-02,SHP00053,2,2024-08-15T12:51:27,Pickup completed,Completed,Carrier,Bilbao Steel Fabricator,
EVT00053-03,SHP00053,3,2024-08-15T21:55:45,Origin port gate in,Completed,Port terminal,Bilbao,
EVT00053-04,SHP00053,4,2024-08-16T05:31:35,Vessel departed,Completed,Carrier,Bilbao,
EVT00053-05,SHP00053,5,2024-08-19T18:50:47,Destination port arrival,Completed,Port terminal,Sines,
EVT00053-06,SHP00053,6,2024-08-20T07:29:26,Customs released,Completed,Forwarder,Sines,
EVT00053-07,SHP00053,7,2024-08-20T13:46:15,Delivery completed,Completed,Carrier,Sines Energy Project Site,
EVT00054-01,SHP00054,1,2025-09-26T14:00:00,Booking created,Completed,Forwarder,Madrid Cross Dock,
EVT00054-02,SHP00054,2,2025-10-10T13:34:33,Pickup completed,Completed,Carrier,Madrid Cross Dock,
EVT00054-03,SHP00054,3,2025-10-10T22:31:07,Delivery completed,Completed,Carrier,Zaragoza Distribution Hub,
EVT00055-01,SHP00055,1,2025-07-16T14:00:00,Booking created,Completed,Forwarder,Zaragoza Distribution Hub,
EVT00055-02,SHP00055,2,2025-07-28T16:09:22,Pickup completed,Completed,Carrier,Zaragoza Distribution Hub,
EVT00055-03,SHP00055,3,2025-07-29T05:26:10,Origin port gate in,Completed,Port terminal,Valencia,
EVT00055-04,SHP00055,4,2025-07-29T11:58:51,Vessel departed,Completed,Carrier,Valencia,
EVT00055-05,SHP00055,5,2025-07-31T15:21:39,Destination port arrival,Completed,Port terminal,Sines,
EVT00055-06,SHP00055,6,2025-08-01T04:10:20,Customs released,Completed,Forwarder,Sines,
EVT00055-07,SHP00055,7,2025-08-01T11:49:21,Delivery completed,Completed,Carrier,Sines Energy Project Site,
EVT00056-01,SHP00056,1,2024-10-23T11:00:00,Booking created,Completed,Forwarder,Antwerp EPC Supplier Yard,
EVT00056-02,SHP00056,2,2024-11-07T10:09:45,Pickup completed,Completed,Carrier,Antwerp EPC Supplier Yard,
EVT00056-03,SHP00056,3,2024-11-07T22:28:58,Origin port gate in,Completed,Port terminal,Antwerp-Bruges,
EVT00056-04,SHP00056,4,2024-11-08T13:12:35,Vessel departed,Completed,Carrier,Antwerp-Bruges,
EVT00056-05,SHP00056,5,2024-11-17T00:52:36,Destination port arrival,Completed,Port terminal,Dammam,
EVT00056-06,SHP00056,6,2024-11-17T01:11:02,Customs released,Completed,Forwarder,Dammam,
EVT00056-07,SHP00056,7,2024-11-17T13:41:07,Delivery completed,Completed,Carrier,Dammam Gas Project Site,
EVT00057-01,SHP00057,1,2024-08-10T07:00:00,Booking created,Completed,Forwarder,Bilbao Steel Fabricator,
EVT00057-02,SHP00057,2,2024-08-21T08:47:02,Pickup completed,Completed,Carrier,Bilbao Steel Fabricator,
EVT00057-03,SHP00057,3,2024-08-21T15:55:36,Origin port gate in,Completed,Port terminal,Bilbao,
EVT00057-04,SHP00057,4,2024-08-22T05:01:46,Vessel departed,Completed,Carrier,Bilbao,
EVT00057-05,SHP00057,5,2024-08-28T06:01:36,Destination port arrival,Completed,Port terminal,Alexandria,
EVT00057-06,SHP00057,6,2024-08-28T14:30:57,Customs released,Completed,Forwarder,Alexandria,
EVT00057-07,SHP00057,7,2024-08-29T02:40:01,Delivery completed,Completed,Carrier,Alexandria Water Project Site,
EVT00058-01,SHP00058,1,2025-08-04T09:00:00,Booking created,Completed,Forwarder,Cadiz Module Yard,
EVT00058-02,SHP00058,2,2025-08-08T09:20:10,Pickup completed,Completed,Carrier,Cadiz Module Yard,
EVT00058-03,SHP00058,3,2025-08-08T23:17:00,Origin port gate in,Completed,Port terminal,Algeciras,
EVT00058-04,SHP00058,4,2025-08-09T10:51:47,Vessel departed,Completed,Carrier,Algeciras,
EVT00058-05,SHP00058,5,2025-08-20T00:23:30,Destination port arrival,Completed,Port terminal,Dammam,
EVT00058-06,SHP00058,6,2025-08-20T09:51:48,Customs released,Completed,Forwarder,Dammam,
EVT00058-07,SHP00058,7,2025-08-21T00:30:12,Delivery completed,Completed,Carrier,Dammam Gas Project Site,
EVT00059-01,SHP00059,1,2024-04-11T15:00:00,Booking created,Completed,Forwarder,Antwerp EPC Supplier Yard,
EVT00059-02,SHP00059,2,2024-04-16T14:57:51,Pickup completed,Completed,Carrier,Antwerp EPC Supplier Yard,
EVT00059-03,SHP00059,3,2024-04-16T19:48:44,Origin port gate in,Completed,Port terminal,Antwerp-Bruges,
EVT00059-04,SHP00059,4,2024-04-17T07:46:56,Vessel departed,Completed,Carrier,Antwerp-Bruges,
EVT00059-05,SHP00059,5,2024-04-22T04:28:10,Destination port arrival,Completed,Port terminal,Sines,
EVT00059-06,SHP00059,6,2024-04-22T18:30:31,Customs released,Completed,Forwarder,Sines,
EVT00059-07,SHP00059,7,2024-04-23T05:58:06,Delivery completed,Completed,Carrier,Sines Energy Project Site,
EVT00060-01,SHP00060,1,2024-06-07T10:00:00,Booking created,Completed,Forwarder,Tarragona Equipment Vendor,
EVT00060-02,SHP00060,2,2024-06-18T11:35:05,Pickup completed,Completed,Carrier,Tarragona Equipment Vendor,
EVT00060-03,SHP00060,3,2024-06-18T18:14:42,Origin port gate in,Completed,Port terminal,Barcelona,
EVT00060-04,SHP00060,4,2024-06-19T11:15:29,Vessel departed,Completed,Carrier,Barcelona,
EVT00060-05,SHP00060,5,2024-06-22T08:59:13,Destination port arrival,Completed,Port terminal,Sines,
EVT00060-06,SHP00060,6,2024-06-22T18:57:54,Customs released,Completed,Forwarder,Sines,
EVT00060-07,SHP00060,7,2024-06-23T07:21:11,Delivery completed,Completed,Carrier,Sines Energy Project Site,
EVT00061-01,SHP00061,1,2025-10-13T14:00:00,Booking created,Completed,Forwarder,Valencia Export Depot,
EVT00061-02,SHP00061,2,2025-10-20T13:01:52,Pickup completed,Completed,Carrier,Valencia Export Depot,
EVT00061-03,SHP00061,3,2025-10-20T16:39:05,Origin port gate in,Completed,Port terminal,Valencia,
EVT00061-04,SHP00061,4,2025-10-21T00:18:17,Vessel departed,Completed,Carrier,Valencia,
EVT00061-05,SHP00061,5,2025-10-23T18:48:04,Destination port arrival,Completed,Port terminal,Sines,
EVT00061-06,SHP00061,6,2025-10-23T21:26:37,Customs released,Completed,Forwarder,Sines,
EVT00061-07,SHP00061,7,2025-10-24T06:26:52,Delivery completed,Completed,Carrier,Sines Energy Project Site,
EVT00062-01,SHP00062,1,2024-06-26T07:00:00,Booking created,Completed,Forwarder,Zaragoza Distribution Hub,
EVT00062-02,SHP00062,2,2024-07-11T09:04:34,Pickup completed,Completed,Carrier,Zaragoza Distribution Hub,
EVT00062-03,SHP00062,3,2024-07-12T02:07:52,Origin port gate in,Completed,Port terminal,Valencia,
EVT00062-04,SHP00062,4,2024-07-12T06:37:47,Vessel departed,Completed,Carrier,Valencia,
EVT00062-05,SHP00062,5,2024-07-15T08:12:34,Destination port arrival,Completed,Port terminal,Marseille-Fos,
EVT00062-06,SHP00062,6,2024-07-15T09:15:46,Customs released,Completed,Forwarder,Marseille-Fos,
EVT00062-07,SHP00062,7,2024-07-16T00:40:01,Delivery completed,Completed,Carrier,Marseille Wind Substation Site,
EVT00063-01,SHP00063,1,2024-03-12T08:00:00,Booking created,Completed,Forwarder,Milan Valve Plant,
EVT00063-02,SHP00063,2,2024-03-25T09:54:14,Pickup completed,Completed,Carrier,Milan Valve Plant,
EVT00063-03,SHP00063,3,2024-03-25T18:45:23,Origin port gate in,Completed,Port terminal,Genoa,
EVT00063-04,SHP00063,4,2024-03-26T09:38:59,Vessel departed,Completed,Carrier,Genoa,
EVT00063-05,SHP00063,5,2024-03-30T13:17:33,Destination port arrival,Completed,Port terminal,Sines,
EVT00063-06,SHP00063,6,2024-03-30T15:07:10,Customs released,Completed,Forwarder,Sines,
EVT00063-07,SHP00063,7,2024-03-31T01:29:54,Delivery completed,Completed,Carrier,Sines Energy Project Site,
EVT00064-01,SHP00064,1,2024-04-14T13:00:00,Booking created,Completed,Forwarder,Tarragona Equipment Vendor,
EVT00064-02,SHP00064,2,2024-04-29T12:53:42,Pickup completed,Completed,Carrier,Tarragona Equipment Vendor,
EVT00064-03,SHP00064,3,2024-04-29T23:46:25,Origin port gate in,Completed,Port terminal,Barcelona,
EVT00064-04,SHP00064,4,2024-04-30T15:13:31,Vessel departed,Completed,Carrier,Barcelona,
EVT00064-05,SHP00064,5,2024-05-03T07:27:30,Destination port arrival,Completed,Port terminal,Sines,
EVT00064-06,SHP00064,6,2024-05-03T20:30:14,Customs released,Completed,Forwarder,Sines,
EVT00064-07,SHP00064,7,2024-05-04T05:54:29,Delivery completed,Completed,Carrier,Sines Energy Project Site,
EVT00065-01,SHP00065,1,2024-03-26T09:00:00,Booking created,Completed,Forwarder,Puertollano Module Yard,
EVT00065-02,SHP00065,2,2024-04-02T10:32:06,Pickup completed,Completed,Carrier,Puertollano Module Yard,
EVT00065-03,SHP00065,3,2024-04-02T22:19:54,Origin port gate in,Completed,Port terminal,Algeciras,
EVT00065-04,SHP00065,4,2024-04-03T03:26:57,Vessel departed,Completed,Carrier,Algeciras,
EVT00065-05,SHP00065,5,2024-04-04T06:28:19,Destination port arrival,Completed,Port terminal,Casablanca,
EVT00065-06,SHP00065,6,2024-04-04T15:54:30,Customs released,Completed,Forwarder,Casablanca,
EVT00065-07,SHP00065,7,2024-04-05T19:33:19,Delivery completed,Completed,Carrier,Casablanca Desalination Site,
EVT00066-01,SHP00066,1,2025-08-20T15:00:00,Booking created,Completed,Forwarder,Puertollano Module Yard,
EVT00066-02,SHP00066,2,2025-09-01T16:25:30,Pickup completed,Completed,Carrier,Puertollano Module Yard,
EVT00066-03,SHP00066,3,2025-09-02T14:31:36,Origin port gate in,Completed,Port terminal,Algeciras,
EVT00066-04,SHP00066,4,2025-09-03T00:15:59,Vessel departed,Completed,Carrier,Algeciras,
EVT00066-05,SHP00066,5,2025-09-05T07:31:02,Customs released,Completed,Forwarder,Sines,
EVT00066-06,SHP00066,6,2025-09-05T09:23:30,Destination port arrival,Completed,Port terminal,Sines,
EVT00066-07,SHP00066,7,2025-09-05T23:54:32,Delivery completed,Completed,Carrier,Sines Energy Project Site,
EVT00067-01,SHP00067,1,2024-07-24T10:00:00,Booking created,Completed,Forwarder,Antwerp EPC Supplier Yard,
EVT00067-02,SHP00067,2,2024-07-31T11:23:26,Pickup completed,Completed,Carrier,Antwerp EPC Supplier Yard,
EVT00067-03,SHP00067,3,2024-07-31T17:39:29,Origin port gate in,Completed,Port terminal,Antwerp-Bruges,
EVT00067-04,SHP00067,4,2024-07-31T22:34:55,Vessel departed,Completed,Carrier,Antwerp-Bruges,
EVT00067-05,SHP00067,5,2024-08-04T22:40:27,Customs released,Completed,Forwarder,Valencia,
EVT00067-06,SHP00067,6,2024-08-04T23:27:58,Destination port arrival,Completed,Port terminal,Valencia,
EVT00067-07,SHP00067,7,2024-08-05T22:46:00,Delivery completed,Completed,Carrier,Zaragoza Distribution Hub,
EVT00068-01,SHP00068,1,2025-04-22T12:00:00,Booking created,Completed,Forwarder,Puertollano Module Yard,
EVT00068-02,SHP00068,2,2025-05-06T13:41:33,Pickup completed,Completed,Carrier,Puertollano Module Yard,
EVT00068-03,SHP00068,3,2025-05-07T05:22:38,Origin port gate in,Completed,Port terminal,Algeciras,
EVT00068-04,SHP00068,4,2025-05-07T22:58:21,Vessel departed,Completed,Carrier,Algeciras,
EVT00068-05,SHP00068,5,2025-05-09T17:43:06,Destination port arrival,Completed,Port terminal,Sines,
EVT00068-06,SHP00068,6,2025-05-10T02:43:28,Customs released,Completed,Forwarder,Sines,
EVT00068-07,SHP00068,7,2025-05-11T06:07:28,Delivery completed,Completed,Carrier,Sines Energy Project Site,
EVT00069-01,SHP00069,1,2025-09-04T10:00:00,Booking created,Completed,Forwarder,Zaragoza Distribution Hub,
