leg_id,shipment_id,leg_sequence,from_node_id,from_node_name,from_node_type,from_country,from_latitude,from_longitude,to_node_id,to_node_name,to_node_type,to_country,to_latitude,to_longitude,mode,carrier_id,vessel_id,planned_departure_datetime,actual_departure_datetime,planned_arrival_datetime,actual_arrival_datetime,planned_distance_km,actual_distance_km,planned_transit_hours,actual_transit_hours,delay_hours,delay_reason,leg_cost_eur,co2e_kg,wkt_linestring
LEG00022-1,SHP00022,1,FAC_F013,Valencia Export Depot,Warehouse,Spain,39.4699,-0.3763,PORT_P001,Port of Valencia,Port,Spain,39.461,-0.323,Road,CAR006,,2024-11-13T12:00:00,2024-11-13T14:15:34,2024-11-13T15:54:00,2024-11-13T16:51:10,6.2,6.4,3.9,2.6,0,None,411.82,2.71,"LINESTRING (-0.3763 39.4699, -0.323 39.461)"
LEG00022-2,SHP00022,2,PORT_P001,Port of Valencia,Port,Spain,39.461,-0.323,PORT_P006,Port of Rotterdam,Port,Netherlands,51.947,4.142,Container Sea,CAR006,,2024-11-14T02:52:15,2024-11-14T10:33:38,2024-11-17T21:04:15,2024-11-18T07:52:25,1564.2,1615.5,90.2,93.3,3.1,None,2101.44,129.4,"LINESTRING (-0.323 39.461, 4.142 51.947)"
LEG00022-3,SHP00022,3,PORT_P006,Port of Rotterdam,Port,Netherlands,51.947,4.142,FAC_F011,Rotterdam Consolidation Hub,Consolidation Hub,Netherlands,51.9244,4.4777,Road,CAR006,,2024-11-18T08:07:48,2024-11-18T15:10:58,2024-11-18T12:37:48,2024-11-18T23:10:56,28.7,28.5,4.5,8.0,3.5,None,452.65,12.05,"LINESTRING (4.142 51.947, 4.4777 51.9244)"
LEG00023-1,SHP00023,1,FAC_F003,Puertollano Module Yard,Module Yard,Spain,38.6871,-4.1121,FAC_F001,Zaragoza Distribution Hub,Warehouse,Spain,41.6488,-0.8891,Road,CAR008,,2024-01-10T14:00:00,2024-01-10T13:31:29,2024-01-11T03:00:00,2024-01-11T15:48:58,515.5,548.8,13.0,26.3,13.3,Customs hold,2368.09,1031.77,"LINESTRING (-4.1121 38.6871, -0.8891 41.6488)"
LEG00024-1,SHP00024,1,FAC_F012,Antwerp EPC Supplier Yard,Vendor,Belgium,51.2194,4.4025,PORT_P007,Port of Antwerp-Bruges,Port,Belgium,51.2639,4.4009,Road,CAR004,V008,2025-07-29T13:00:00,2025-07-29T12:12:40,2025-07-29T18:48:00,2025-07-29T17:05:23,6.1,6.2,5.8,4.9,0,None,616.94,19.1,"LINESTRING (4.4025 51.2194, 4.4009 51.2639)"
LEG00024-2,SHP00024,2,PORT_P007,Port of Antwerp-Bruges,Port,Belgium,51.2639,4.4009,PORT_P018,Port of Dammam,Port,Saudi Arabia,26.498,50.184,Sea Breakbulk,CAR004,V008,2025-07-30T06:24:41,2025-07-30T04:08:50,2025-08-09T03:24:41,2025-08-09T04:17:06,5216.7,5468.6,237.0,240.1,3.1,None,20321.37,4255.01,"LINESTRING (4.4009 51.2639, 50.184 26.498)"
LEG00024-3,SHP00024,3,PORT_P018,Port of Dammam,Port,Saudi Arabia,26.498,50.184,FAC_F017,Dammam Gas Project Site,Project Site,Saudi Arabia,26.4207,50.0888,Road,CAR004,V008,2025-08-09T10:03:57,2025-08-09T21:32:15,2025-08-09T14:21:57,2025-08-10T02:54:54,15.7,15.6,4.3,5.4,1.1,None,679.01,48.05,"LINESTRING (50.184 26.498, 50.0888 26.4207)"
LEG00025-1,SHP00025,1,FAC_F004,Bilbao Steel Fabricator,Vendor,Spain,43.263,-2.935,PORT_P004,Port of Bilbao,Port,Spain,43.3476,-3.0443,Road,CAR007,V005,2025-02-25T09:00:00,2025-02-25T11:38:20,2025-02-25T19:06:00,2025-02-26T01:04:19,15.5,15.7,10.1,13.4,3.3,None,817.71,138.95,"LINESTRING (-2.935 43.263, -3.0443 43.3476)"
LEG00025-2,SHP00025,2,PORT_P004,Port of Bilbao,Port,Spain,43.3476,-3.0443,PORT_P012,Port of Casablanca,Port,Morocco,33.605,-7.611,Sea Breakbulk,CAR007,V005,2025-02-26T08:55:27,2025-02-26T11:07:29,2025-03-01T03:13:27,2025-03-02T08:19:51,1201.1,1263.7,66.3,93.2,26.9,Carrier capacity,13342.88,2825.43,"LINESTRING (-3.0443 43.3476, -7.611 33.605)"
LEG00025-3,SHP00025,3,PORT_P012,Port of Casablanca,Port,Morocco,33.605,-7.611,FAC_F008,Casablanca Desalination Site,Project Site,Morocco,33.5731,-7.5898,Road,CAR007,V005,2025-03-01T18:49:32,2025-03-02T14:18:45,2025-03-02T01:49:32,2025-03-03T03:24:44,5.3,5.6,7.0,13.1,6.1,Weather disruption,662.21,49.56,"LINESTRING (-7.611 33.605, -7.5898 33.5731)"
LEG00026-1,SHP00026,1,FAC_F010,Milan Valve Plant,Vendor,Italy,45.4642,9.19,FAC_F008,Casablanca Desalination Site,Project Site,Morocco,33.5731,-7.5898,Road,CAR001,,2024-07-10T13:00:00,2024-07-10T12:15:32,2024-07-12T10:30:00,2024-07-12T09:34:48,2557.2,2759.3,45.5,45.3,0,None,4235.82,909.6,"LINESTRING (9.19 45.4642, -7.5898 33.5731)"
LEG00027-1,SHP00027,1,FAC_F009,Lyon Fabrication Partner,Vendor,France,45.764,4.8357,PORT_P009,Port of Marseille-Fos,Port,France,43.437,4.943,Road,CAR004,V001,2025-01-20T12:00:00,2025-01-20T11:23:11,2025-01-20T21:36:00,2025-01-21T13:35:20,296.0,318.9,9.6,26.2,16.6,Customs hold,1737.75,746.18,"LINESTRING (4.8357 45.764, 4.943 43.437)"
LEG00027-2,SHP00027,2,PORT_P009,Port of Marseille-Fos,Port,France,43.437,4.943,PORT_P001,Port of Valencia,Port,Spain,39.461,-0.323,Sea Breakbulk,CAR004,V001,2025-01-21T09:01:19,2025-01-22T03:24:51,2025-01-24T02:49:19,2025-01-26T02:44:50,646.4,673.8,65.8,95.3,29.5,Weather disruption,4442.77,398.3,"LINESTRING (4.943 43.437, -0.323 39.461)"
LEG00027-3,SHP00027,3,PORT_P001,Port of Valencia,Port,Spain,39.461,-0.323,FAC_F001,Zaragoza Distribution Hub,Warehouse,Spain,41.6488,-0.8891,Road,CAR004,V001,2025-01-24T10:37:42,2025-01-26T17:37:15,2025-01-25T02:31:42,2025-01-27T09:24:43,302.4,300.5,15.9,15.8,0,None,1662.41,703.12,"LINESTRING (-0.323 39.461, -0.8891 41.6488)"
LEG00028-1,SHP00028,1,FAC_F011,Rotterdam Consolidation Hub,Consolidation Hub,Netherlands,51.9244,4.4777,PORT_P006,Port of Rotterdam,Port,Netherlands,51.947,4.142,Road,CAR006,,2024-08-06T13:00:00,2024-08-06T15:38:42,2024-08-06T19:06:00,2024-08-07T00:35:15,28.5,29.2,6.1,8.9,2.8,None,450.28,8.07,"LINESTRING (4.4777 51.9244, 4.142 51.947)"
LEG00028-2,SHP00028,2,PORT_P006,Port of Rotterdam,Port,Netherlands,51.947,4.142,PORT_P009,Port of Marseille-Fos,Port,France,43.437,4.943,Container Sea,CAR006,,2024-08-07T01:02:08,2024-08-07T11:21:40,2024-08-10T10:02:08,2024-08-10T19:42:36,1019.4,1083.7,81.0,80.3,0,None,1849.86,56.76,"LINESTRING (4.142 51.947, 4.943 43.437)"
LEG00028-3,SHP00028,3,PORT_P009,Port of Marseille-Fos,Port,France,43.437,4.943,FAC_F018,Marseille Wind Substation Site,Project Site,France,43.2965,5.3698,Road,CAR006,,2024-08-11T01:53:44,2024-08-11T10:48:12,2024-08-11T10:47:44,2024-08-11T22:23:11,44.9,45.3,8.9,11.6,2.7,None,478.0,12.52,"LINESTRING (4.943 43.437, 5.3698 43.2965)"
LEG00029-1,SHP00029,1,FAC_F004,Bilbao Steel Fabricator,Vendor,Spain,43.263,-2.935,FAC_F001,Zaragoza Distribution Hub,Warehouse,Spain,41.6488,-0.8891,Road,CAR008,,2025-12-30T07:00:00,2025-12-30T06:17:04,2025-12-30T21:06:00,2025-12-30T23:15:16,325.3,330.0,14.1,17.0,2.9,None,3998.55,1318.89,"LINESTRING (-2.935 43.263, -0.8891 41.6488)"
LEG00030-1,SHP00030,1,FAC_F012,Antwerp EPC Supplier Yard,Vendor,Belgium,51.2194,4.4025,PORT_P007,Port of Antwerp-Bruges,Port,Belgium,51.2639,4.4009,Road,CAR005,V013,2025-03-06T13:00:00,2025-03-06T13:42:10,2025-03-06T17:48:00,2025-03-06T17:43:42,5.7,5.8,4.8,4.0,0,None,411.95,2.98,"LINESTRING (4.4025 51.2194, 4.4009 51.2639)"
LEG00030-2,SHP00030,2,PORT_P007,Port of Antwerp-Bruges,Port,Belgium,51.2639,4.4009,PORT_P018,Port of Dammam,Port,Saudi Arabia,26.498,50.184,Container Sea,CAR005,V013,2025-03-06T21:59:22,2025-03-07T03:29:50,2025-03-15T18:59:22,2025-03-15T23:56:08,4858.9,5016.6,213.0,212.4,0,None,3745.82,487.61,"LINESTRING (4.4009 51.2639, 50.184 26.498)"
LEG00030-3,SHP00030,3,PORT_P018,Port of Dammam,Port,Saudi Arabia,26.498,50.184,FAC_F017,Dammam Gas Project Site,Project Site,Saudi Arabia,26.4207,50.0888,Road,CAR005,V013,2025-03-16T01:47:02,2025-03-16T15:04:48,2025-03-16T06:35:02,2025-03-16T21:51:43,15.7,16.7,4.8,6.8,2.0,None,434.42,8.57,"LINESTRING (50.184 26.498, 50.0888 26.4207)"
LEG00031-1,SHP00031,1,FAC_F014,Cadiz Module Yard,Module Yard,Spain,36.5271,-6.2886,FAC_F007,Sines Energy Project Site,Project Site,Portugal,37.956,-8.868,Road,CAR011,,2025-07-08T09:00:00,2025-07-08T11:09:42,2025-07-09T00:18:00,2025-07-09T04:21:04,349.6,369.9,15.3,17.2,1.9,None,1610.75,539.76,"LINESTRING (-6.2886 36.5271, -8.868 37.956)"
LEG00032-1,SHP00032,1,FAC_F009,Lyon Fabrication Partner,Vendor,France,45.764,4.8357,PORT_P009,Port of Marseille-Fos,Port,France,43.437,4.943,Road,CAR006,,2025-07-15T11:00:00,2025-07-15T10:13:49,2025-07-16T01:24:00,2025-07-16T01:57:06,320.2,327.7,14.4,15.7,1.3,None,1181.49,586.83,"LINESTRING (4.8357 45.764, 4.943 43.437)"
LEG00032-2,SHP00032,2,PORT_P009,Port of Marseille-Fos,Port,France,43.437,4.943,PORT_P005,Port of Sines,Port,Portugal,37.9543,-8.8631,Container Sea,CAR006,,2025-07-16T13:03:59,2025-07-16T14:50:35,2025-07-19T19:57:59,2025-07-20T00:11:56,1365.0,1381.4,78.9,81.4,2.5,None,1984.74,468.71,"LINESTRING (4.943 43.437, -8.8631 37.9543)"
LEG00032-3,SHP00032,3,PORT_P005,Port of Sines,Port,Portugal,37.9543,-8.8631,FAC_F007,Sines Energy Project Site,Project Site,Portugal,37.956,-8.868,Road,CAR006,,2025-07-20T06:04:32,2025-07-20T04:24:29,2025-07-20T09:10:32,2025-07-20T08:28:05,0.5,0.5,3.1,4.1,1.0,None,321.31,0.9,"LINESTRING (-8.8631 37.9543, -8.868 37.956)"
LEG00033-1,SHP00033,1,FAC_F015,Tangier Free Zone DC,Warehouse,Morocco,35.7595,-5.834,PORT_P011,Port of Tanger Med,Port,Morocco,35.889,-5.501,Road,CAR007,V011,2025-05-21T15:00:00,2025-05-21T15:54:57,2025-05-21T22:42:00,2025-05-22T01:48:18,42.1,45.1,7.7,9.9,2.2,None,707.3,57.46,"LINESTRING (-5.834 35.7595, -5.501 35.889)"
LEG00033-2,SHP00033,2,PORT_P011,Port of Tanger Med,Port,Morocco,35.889,-5.501,PORT_P001,Port of Valencia,Port,Spain,39.461,-0.323,Sea Breakbulk,CAR007,V011,2025-05-22T09:34:16,2025-05-22T06:55:43,2025-05-24T19:40:16,2025-05-25T15:01:01,625.7,650.6,58.1,80.1,22.0,Customs hold,5060.67,209.39,"LINESTRING (-5.501 35.889, -0.323 39.461)"
LEG00033-3,SHP00033,3,PORT_P001,Port of Valencia,Port,Spain,39.461,-0.323,FAC_F001,Zaragoza Distribution Hub,Warehouse,Spain,41.6488,-0.8891,Road,CAR007,V011,2025-05-25T05:47:43,2025-05-26T02:56:12,2025-05-25T15:41:43,2025-05-26T16:24:57,292.7,307.5,9.9,13.5,3.6,None,1680.69,391.74,"LINESTRING (-0.323 39.461, -0.8891 41.6488)"
LEG00034-1,SHP00034,1,FAC_F009,Lyon Fabrication Partner,Vendor,France,45.764,4.8357,PORT_P009,Port of Marseille-Fos,Port,France,43.437,4.943,Road,CAR007,V011,2025-02-17T15:00:00,2025-02-17T16:03:04,2025-02-18T01:00:00,2025-02-18T14:16:07,307.6,315.3,10.0,22.2,12.2,Port congestion,2642.6,676.95,"LINESTRING (4.8357 45.764, 4.943 43.437)"
LEG00034-2,SHP00034,2,PORT_P009,Port of Marseille-Fos,Port,France,43.437,4.943,PORT_P016,Port of Alexandria,Port,Egypt,31.2001,29.9187,Sea Breakbulk,CAR007,V011,2025-02-18T15:08:17,2025-02-18T22:43:19,2025-02-23T14:38:17,2025-02-24T00:25:03,2744.5,2729.3,119.5,121.7,2.2,None,12427.35,1480.37,"LINESTRING (4.943 43.437, 29.9187 31.2001)"
LEG00034-3,SHP00034,3,PORT_P016,Port of Alexandria,Port,Egypt,31.2001,29.9187,FAC_F016,Alexandria Water Project Site,Project Site,Egypt,31.2001,29.9187,Road,CAR007,V011,2025-02-23T21:03:35,2025-02-24T13:01:23,2025-02-24T01:51:35,2025-02-24T16:38:44,0.0,0.0,4.8,3.6,0,None,669.6,0.0,"LINESTRING (29.9187 31.2001, 29.9187 31.2001)"
LEG00035-1,SHP00035,1,FAC_F012,Antwerp EPC Supplier Yard,Vendor,Belgium,51.2194,4.4025,PORT_P007,Port of Antwerp-Bruges,Port,Belgium,51.2639,4.4009,Road,CAR006,,2025-08-12T13:00:00,2025-08-12T15:08:22,2025-08-12T19:54:00,2025-08-13T01:18:40,6.1,6.2,6.9,10.2,3.3,None,585.21,24.99,"LINESTRING (4.4025 51.2194, 4.4009 51.2639)"
LEG00035-2,SHP00035,2,PORT_P007,Port of Antwerp-Bruges,Port,Belgium,51.2639,4.4009,PORT_P012,Port of Casablanca,Port,Morocco,33.605,-7.611,Container Sea,CAR006,,2025-08-13T08:48:46,2025-08-13T14:00:22,2025-08-18T09:06:46,2025-08-18T14:36:26,2366.8,2456.2,120.3,120.6,0.3,Carrier capacity,6131.82,1875.9,"LINESTRING (4.4009 51.2639, -7.611 33.605)"
LEG00035-3,SHP00035,3,PORT_P012,Port of Casablanca,Port,Morocco,33.605,-7.611,FAC_F008,Casablanca Desalination Site,Project Site,Morocco,33.5731,-7.5898,Road,CAR006,,2025-08-19T00:59:08,2025-08-19T04:40:16,2025-08-19T05:05:08,2025-08-19T09:17:44,4.8,5.1,4.1,4.6,0.5,None,577.19,20.56,"LINESTRING (-7.611 33.605, -7.5898 33.5731)"
LEG00036-1,SHP00036,1,FAC_F009,Lyon Fabrication Partner,Vendor,France,45.764,4.8357,PORT_P009,Port of Marseille-Fos,Port,France,43.437,4.943,Road,CAR004,V001,2025-09-26T11:00:00,2025-09-26T12:35:16,2025-09-26T21:00:00,2025-09-27T00:28:57,329.3,332.8,10.0,11.9,1.9,None,2261.68,788.82,"LINESTRING (4.8357 45.764, 4.943 43.437)"
LEG00036-2,SHP00036,2,PORT_P009,Port of Marseille-Fos,Port,France,43.437,4.943,PORT_P018,Port of Dammam,Port,Saudi Arabia,26.498,50.184,Sea Breakbulk,CAR004,V001,2025-09-27T04:18:21,2025-09-27T11:03:51,2025-10-04T22:30:21,2025-10-06T02:57:19,4663.9,5010.3,186.2,207.9,21.7,Road permit delay,15359.08,3000.17,"LINESTRING (4.943 43.437, 50.184 26.498)"
LEG00036-3,SHP00036,3,PORT_P018,Port of Dammam,Port,Saudi Arabia,26.498,50.184,FAC_F017,Dammam Gas Project Site,Project Site,Saudi Arabia,26.4207,50.0888,Road,CAR004,V001,2025-10-05T05:24:19,2025-10-06T16:21:51,2025-10-05T09:00:19,2025-10-06T21:29:10,14.6,15.5,3.6,5.1,1.5,Weather disruption,620.19,36.74,"LINESTRING (50.184 26.498, 50.0888 26.4207)"
LEG00037-1,SHP00037,1,FAC_F010,Milan Valve Plant,Vendor,Italy,45.4642,9.19,PORT_P010,Port of Genoa,Port,Italy,44.41,8.925,Road,CAR004,V012,2025-10-21T13:00:00,2025-10-21T13:00:50,2025-10-22T00:30:00,2025-10-22T03:34:56,133.6,142.9,11.5,14.6,3.1,None,774.61,102.5,"LINESTRING (9.19 45.4642, 8.925 44.41)"
LEG00037-2,SHP00037,2,PORT_P010,Port of Genoa,Port,Italy,44.41,8.925,PORT_P012,Port of Casablanca,Port,Morocco,33.605,-7.611,Sea Breakbulk,CAR004,V012,2025-10-22T16:08:59,2025-10-22T09:21:50,2025-10-26T22:02:59,2025-10-27T08:35:08,2023.6,2042.5,101.9,119.2,17.3,Customs hold,5213.91,370.1,"LINESTRING (8.925 44.41, -7.611 33.605)"
LEG00037-3,SHP00037,3,PORT_P012,Port of Casablanca,Port,Morocco,33.605,-7.611,FAC_F008,Casablanca Desalination Site,Project Site,Morocco,33.5731,-7.5898,Road,CAR004,V012,2025-10-27T02:43:32,2025-10-28T00:22:20,2025-10-27T11:01:32,2025-10-28T10:50:42,5.4,5.5,8.3,10.5,2.2,None,445.19,3.94,"LINESTRING (-7.611 33.605, -7.5898 33.5731)"
LEG00038-1,SHP00038,1,FAC_F012,Antwerp EPC Supplier Yard,Vendor,Belgium,51.2194,4.4025,PORT_P007,Port of Antwerp-Bruges,Port,Belgium,51.2639,4.4009,Road,CAR004,V001,2025-08-04T10:00:00,2025-08-04T11:20:45,2025-08-04T16:30:00,2025-08-04T19:42:06,6.3,6.6,6.5,8.4,1.9,None,447.23,4.51,"LINESTRING (4.4025 51.2194, 4.4009 51.2639)"
LEG00038-2,SHP00038,2,PORT_P007,Port of Antwerp-Bruges,Port,Belgium,51.2639,4.4009,PORT_P016,Port of Alexandria,Port,Egypt,31.2001,29.9187,Sea Breakbulk,CAR004,V001,2025-08-05T02:02:22,2025-08-05T02:10:12,2025-08-10T17:44:22,2025-08-10T16:18:57,3211.0,3257.2,135.7,134.1,0,None,6260.8,562.06,"LINESTRING (4.4009 51.2639, 29.9187 31.2001)"
LEG00038-3,SHP00038,3,PORT_P016,Port of Alexandria,Port,Egypt,31.2001,29.9187,FAC_F016,Alexandria Water Project Site,Project Site,Egypt,31.2001,29.9187,Road,CAR004,V001,2025-08-11T05:13:51,2025-08-11T04:29:32,2025-08-11T09:37:51,2025-08-12T10:02:40,0.0,0.0,4.4,29.6,25.2,Weather disruption,432.0,0.0,"LINESTRING (29.9187 31.2001, 29.9187 31.2001)"
LEG00039-1,SHP00039,1,FAC_F005,Tarragona Equipment Vendor,Vendor,Spain,41.1189,1.2445,PORT_P002,Port of Barcelona,Port,Spain,41.3522,2.1686,Road,CAR007,V011,2025-09-01T07:00:00,2025-09-01T06:58:19,2025-09-01T16:00:00,2025-09-01T15:05:27,92.8,97.4,9.0,8.1,0,None,1216.55,184.41,"LINESTRING (1.2445 41.1189, 2.1686 41.3522)"
LEG00039-2,SHP00039,2,PORT_P002,Port of Barcelona,Port,Spain,41.3522,2.1686,PORT_P018,Port of Dammam,Port,Saudi Arabia,26.498,50.184,Sea Breakbulk,CAR007,V011,2025-09-01T22:07:27,2025-09-02T00:45:03,2025-09-11T23:07:27,2025-09-12T00:22:25,5077.4,5421.1,241.0,239.6,0,None,18114.87,2593.02,"LINESTRING (2.1686 41.3522, 50.184 26.498)"
LEG00039-3,SHP00039,3,PORT_P018,Port of Dammam,Port,Saudi Arabia,26.498,50.184,FAC_F017,Dammam Gas Project Site,Project Site,Saudi Arabia,26.4207,50.0888,Road,CAR007,V011,2025-09-12T14:25:21,2025-09-12T04:26:34,2025-09-12T23:37:21,2025-09-12T16:15:25,16.8,17.8,9.2,11.8,2.6,None,769.56,33.7,"LINESTRING (50.184 26.498, 50.0888 26.4207)"
LEG00040-1,SHP00040,1,FAC_F004,Bilbao Steel Fabricator,Vendor,Spain,43.263,-2.935,PORT_P004,Port of Bilbao,Port,Spain,43.3476,-3.0443,Road,CAR004,V008,2024-10-22T14:00:00,2024-10-22T13:47:18,2024-10-22T21:24:00,2024-10-22T20:13:31,16.1,17.0,7.4,6.4,0,None,823.17,145.64,"LINESTRING (-2.935 43.263, -3.0443 43.3476)"
LEG00040-2,SHP00040,2,PORT_P004,Port of Bilbao,Port,Spain,43.3476,-3.0443,PORT_P018,Port of Dammam,Port,Saudi Arabia,26.498,50.184,Sea Breakbulk,CAR004,V008,2024-10-23T06:31:20,2024-10-23T02:40:29,2024-11-01T18:07:20,2024-11-02T18:06:25,5453.0,5517.6,227.6,255.4,27.8,Customs hold,41488.56,11941.85,"LINESTRING (-3.0443 43.3476, 50.184 26.498)"
LEG00040-3,SHP00040,3,PORT_P018,Port of Dammam,Port,Saudi Arabia,26.498,50.184,FAC_F017,Dammam Gas Project Site,Project Site,Saudi Arabia,26.4207,50.0888,Road,CAR004,V008,2024-11-01T23:37:07,2024-11-03T08:46:31,2024-11-02T05:01:07,2024-11-03T17:28:03,16.3,16.9,5.4,8.7,3.3,None,821.71,144.78,"LINESTRING (50.184 26.498, 50.0888 26.4207)"
LEG00041-1,SHP00041,1,FAC_F003,Puertollano Module Yard,Module Yard,Spain,38.6871,-4.1121,PORT_P003,Port of Algeciras,Port,Spain,36.1324,-5.4479,Road,CAR004,V001,2024-12-01T07:00:00,2024-12-01T09:01:40,2024-12-01T23:18:00,2024-12-02T03:51:38,380.2,379.5,16.3,18.8,2.5,None,5226.75,2663.92,"LINESTRING (-4.1121 38.6871, -5.4479 36.1324)"
LEG00041-2,SHP00041,2,PORT_P003,Port of Algeciras,Port,Spain,36.1324,-5.4479,PORT_P018,Port of Dammam,Port,Saudi Arabia,26.498,50.184,Sea Breakbulk,CAR004,V001,2024-12-02T04:05:09,2024-12-02T16:52:44,2024-12-11T18:17:09,2024-12-13T01:52:17,5537.1,5765.2,230.2,249.0,18.8,Road permit delay,36839.4,10223.78,"LINESTRING (-5.4479 36.1324, 50.184 26.498)"
LEG00041-3,SHP00041,3,PORT_P018,Port of Dammam,Port,Saudi Arabia,26.498,50.184,FAC_F017,Dammam Gas Project Site,Project Site,Saudi Arabia,26.4207,50.0888,Road,CAR004,V001,2024-12-11T22:23:14,2024-12-13T07:36:44,2024-12-12T04:29:14,2024-12-13T14:19:39,16.1,16.6,6.1,6.7,0.6,None,779.43,116.52,"LINESTRING (50.184 26.498, 50.0888 26.4207)"
LEG00042-1,SHP00042,1,FAC_F002,Madrid Cross Dock,Cross Dock,Spain,40.4168,-3.7038,PORT_P001,Port of Valencia,Port,Spain,39.461,-0.323,Road,CAR004,V008,2025-01-08T10:00:00,2025-01-08T10:48:05,2025-01-08T21:30:00,2025-01-08T22:53:12,344.9,349.4,11.5,12.1,0.6,None,2110.81,656.23,"LINESTRING (-3.7038 40.4168, -0.323 39.461)"
LEG00042-2,SHP00042,2,PORT_P001,Port of Valencia,Port,Spain,39.461,-0.323,PORT_P016,Port of Alexandria,Port,Egypt,31.2001,29.9187,Sea Breakbulk,CAR004,V008,2025-01-09T02:25:42,2025-01-09T03:02:23,2025-01-15T12:25:42,2025-01-15T13:32:12,2980.4,3029.3,154.0,154.5,0.5,None,9904.27,1437.34,"LINESTRING (-0.323 39.461, 29.9187 31.2001)"
LEG00042-3,SHP00042,3,PORT_P016,Port of Alexandria,Port,Egypt,31.2001,29.9187,FAC_F016,Alexandria Water Project Site,Project Site,Egypt,31.2001,29.9187,Road,CAR004,V008,2025-01-16T00:58:49,2025-01-16T03:18:24,2025-01-16T08:46:49,2025-01-17T04:03:19,0.0,0.0,7.8,24.7,16.9,Carrier capacity,540.0,0.0,"LINESTRING (29.9187 31.2001, 29.9187 31.2001)"
LEG00043-1,SHP00043,1,FAC_F012,Antwerp EPC Supplier Yard,Vendor,Belgium,51.2194,4.4025,PORT_P007,Port of Antwerp-Bruges,Port,Belgium,51.2639,4.4009,Road,CAR010,V004,2024-03-26T09:00:00,2024-03-26T08:42:24,2024-03-26T12:42:00,2024-03-26T13:40:44,6.2,6.3,3.7,5.0,1.3,None,458.34,16.05,"LINESTRING (4.4025 51.2194, 4.4009 51.2639)"
LEG00043-2,SHP00043,2,PORT_P007,Port of Antwerp-Bruges,Port,Belgium,51.2639,4.4009,PORT_P012,Port of Casablanca,Port,Morocco,33.605,-7.611,Sea Breakbulk,CAR010,V004,2024-03-26T21:42:44,2024-03-26T17:31:30,2024-04-01T15:24:44,2024-04-01T14:47:01,2355.4,2348.3,137.7,141.3,3.6,None,7543.54,1511.55,"LINESTRING (4.4009 51.2639, -7.611 33.605)"
LEG00043-3,SHP00043,3,PORT_P012,Port of Casablanca,Port,Morocco,33.605,-7.611,FAC_F008,Casablanca Desalination Site,Project Site,Morocco,33.5731,-7.5898,Road,CAR010,V004,2024-04-02T02:30:06,2024-04-01T19:08:55,2024-04-02T10:54:06,2024-04-02T06:05:51,4.8,5.1,8.4,10.9,2.5,None,453.33,12.99,"LINESTRING (-7.611 33.605, -7.5898 33.5731)"
LEG00044-1,SHP00044,1,FAC_F014,Cadiz Module Yard,Module Yard,Spain,36.5271,-6.2886,FAC_F001,Zaragoza Distribution Hub,Warehouse,Spain,41.6488,-0.8891,Road,CAR002,,2024-01-08T07:00:00,2024-01-08T07:08:42,2024-01-09T05:00:00,2024-01-09T03:30:04,967.7,1028.9,22.0,20.4,0,None,3774.52,1662.65,"LINESTRING (-6.2886 36.5271, -0.8891 41.6488)"
LEG00045-1,SHP00045,1,FAC_F014,Cadiz Module Yard,Module Yard,Spain,36.5271,-6.2886,PORT_P003,Port of Algeciras,Port,Spain,36.1324,-5.4479,Road,CAR003,V002,2025-09-19T11:00:00,2025-09-19T10:33:44,2025-09-19T16:36:00,2025-09-19T19:32:02,112.2,112.9,5.6,9.0,3.4,None,3536.51,925.5,"LINESTRING (-6.2886 36.5271, -5.4479 36.1324)"
LEG00045-2,SHP00045,2,PORT_P003,Port of Algeciras,Port,Spain,36.1324,-5.4479,PORT_P012,Port of Casablanca,Port,Morocco,33.605,-7.611,RoRo,CAR003,V002,2025-09-20T08:03:10,2025-09-20T09:03:03,2025-09-21T10:33:10,2025-09-21T14:18:30,366.1,365.4,26.5,29.3,2.8,None,5875.52,945.91,"LINESTRING (-5.4479 36.1324, -7.611 33.605)"
LEG00045-3,SHP00045,3,PORT_P012,Port of Casablanca,Port,Morocco,33.605,-7.611,FAC_F008,Casablanca Desalination Site,Project Site,Morocco,33.5731,-7.5898,Road,CAR003,V002,2025-09-21T22:46:21,2025-09-22T05:02:02,2025-09-22T05:34:21,2025-09-22T09:54:52,4.6,4.6,6.8,4.9,0,None,1000.52,37.71,"LINESTRING (-7.611 33.605, -7.5898 33.5731)"
LEG00046-1,SHP00046,1,FAC_F010,Milan Valve Plant,Vendor,Italy,45.4642,9.19,PORT_P010,Port of Genoa,Port,Italy,44.41,8.925,Road,CAR004,V008,2024-09-18T14:00:00,2024-09-18T16:44:07,2024-09-18T22:06:00,2024-09-18T23:35:00,133.7,141.8,8.1,6.8,0,None,819.2,147.64,"LINESTRING (9.19 45.4642, 8.925 44.41)"
LEG00046-2,SHP00046,2,PORT_P010,Port of Genoa,Port,Italy,44.41,8.925,PORT_P018,Port of Dammam,Port,Saudi Arabia,26.498,50.184,Sea Breakbulk,CAR004,V008,2024-09-19T13:10:20,2024-09-19T07:30:03,2024-09-27T00:40:20,2024-09-27T22:55:09,4359.4,4389.9,179.5,207.4,27.9,Port congestion,8191.46,1154.72,"LINESTRING (8.925 44.41, 50.184 26.498)"
